,108+116,value,8.9954,10.0139,10.3133,10.4018,10.348,10.0255,9.58882,9.021,8.25737,7.46165,6.43819,5.25118,4.00411,2.72628,1.57272,0.787941,0.292629,0.108284,0.0368144,0.00689395,0.00207182,0.00072631,0,0
, ,error,0.37154,0.376917,0.395422,0.375522,0.344518,0.33021,0.323398,0.293222,0.259105,0.227074,0.202071,0.162437,0.109981,0.0801063,0.0607975,0.0303933,0.0233996,0.0079981,0.00421641,0.00192948,0.000920692,0.000638873,0,0
he3,132+130,value,2.56456,2.78504,2.86132,2.94062,3.05565,3.05927,3.06625,2.98705,2.8333,2.65221,2.43045,2.10765,1.71608,1.34854,0.916308,0.537043,0.269278,0.141858,0.0535536,0.0190401,0.000542701,0,0,0
, ,error,0.409497,0.461528,0.453243,0.401411,0.293708,0.194138,0.139176,0.135026,0.132031,0.105663,0.120975,0.101993,0.0854578,0.083709,0.0568199,0.0452819,0.0306087,0.0204729,0.0123286,0.00445207,0.000767495,0,0,0
,108+118,value,2.12425,2.305,2.42112,2.59847,2.77528,2.74237,2.77849,2.65442,2.46033,2.21407,1.95275,1.6672,1.28462,0.924654,0.627972,0.338258,0.154664,0.0767748,0.0304908,0.00539897,0,0,0,0
, ,error,0.353432,0.386835,0.395312,0.357888,0.279058,0.198062,0.146683,0.134438,0.130049,0.115715,0.106608,0.0952542,0.0725339,0.0564796,0.0502466,0.0347251,0.0183652,0.0129599,0.00576725,0.00205223,0,0,0,0
he4,132+132,value,4.98669,5.43228,5.55254,5.68783,5.63265,5.36425,5.14524,4.752,4.39751,3.92818,3.46626,3.01485,2.34564,1.72713,1.02244,0.498155,0.196376,0.065396,0.0300892,0.00768667,0,0,0,0
, ,error,0.26964,0.259918,0.2316,0.222474,0.209142,0.17853,0.166807,0.137217,0.132254,0.118656,0.129565,0.158982,0.185391,0.127746,0.0862544,0.0398094,0.0209367,0.0117812,0.00906262,0.00271309,0,0,0,0
,108+120,value,5.00084,5.67178,6.14098,6.57868,6.61558,6.49337,6.2001,5.85226,5.29771,4.66517,4.04528,3.25531,2.42803,1.56021,0.8761,0.360589,0.132123,0.046895,0.0135816,0.00436308,0.000336719,0,0,0
, ,error,0.268243,0.251748,0.26082,0.263149,0.251058,0.234204,0.219657,0.20528,0.19412,0.14982,0.139666,0.134553,0.127322,0.113425,0.0673739,0.0382885,0.0191442,0.00900288,0.00371148,0.00184049,0.000739279,0,0,0
