, ,error,5.25E-01,0.526367,0.472641,0.345,0.215761,0.131811,0.129191,0.126895,0.108049,0.107626,0.0972012,0.0795006,0.0856807,0.0727162,0.0707124,0.0456524,4.82E-02,2.20E-02,1.44E-02,0.00E+00,,,,
,124+112,value,2.33E+00,2.60859,2.68153,2.75313,2.80124,2.95635,2.85133,2.94028,2.73538,2.44166,2.25095,2.01234,1.5988,1.25017,0.791455,0.470129,2.64E-01,1.07E-01,4.99E-02,1.25E-02,,,,
, ,error,4.45E-01,0.509769,0.399604,0.285835,0.183135,0.150457,0.162404,0.117628,0.136127,0.12306,0.114093,0.0999689,0.114654,0.0821495,0.0872708,0.0633637,3.60E-02,1.99E-02,2.46E-02,0.00E+00,,,,
he4,132+132,value,5.00084,5.67178,6.14098,6.57868,6.61558,6.49337,6.2001,5.85226,5.29771,4.66517,4.04528,3.25531,2.43E+00,1.56E+00,8.76E-01,3.61E-01,0.132123,0.046895,0.0135816,0.00436308,,,,
, ,error,0.218972,0.237793,0.242395,0.245986,0.234533,0.225637,0.212784,0.209592,1.64E-01,1.55E-01,1.62E-01,1.66E-01,1.73E-01,1.16E-01,8.90E-02,4.89E-02,0.0228009,0.010504,0.0043096,0.00852799,,,,
,108+120,value,4.98669,5.43228,5.55254,5.68783,5.63265,5.36425,5.14524,4.752,4.39751,3.92818,3.46626,3.01E+00,2.35E+00,1.73E+00,1.02E+00,4.98E-01,0.196376,0.065396,0.0300892,0.00768667,,,,
,,error,0.234242,0.221328,0.211611,0.205047,0.180225,0.166411,0.139641,0.134261,1.24E-01,1.39E-01,1.77E-01,2.34E-01,1.69E-01,1.41E-01,7.50E-02,4.68E-02,0.0309449,0.0178428,0.00747857,0,,,,
,112+124,value,5.65959,5.78856,5.93988,5.86458,5.78862,5.61804,5.13263,4.65392,4.17201,3.74266,3.08525,2.45876,2.09493,1.43717,0.852889,0.414503,0.179009,0.0619153,0.0180023,0.00926057,,,,
, ,error,0.282431,0.271656,0.25843,0.216381,0.22447,0.20483,0.160842,0.146968,0.12496,0.0987392,0.087409,0.0786561,0.0782247,0.0515968,0.0533606,0.0389232,0.0189761,0.0194644,0.00539849,0.00932811,,,,
,124+112,value,4.72912,5.27043,5.62369,5.91215,5.99997,6.06891,5.97649,5.39333,5.29326,4.68901,4.30629,3.82995,2.91787,1.9585,1.21332,0.569614,0.214916,0.0836337,0.0354499,0.0239608,,,,
, ,error,0.223528,0.224947,0.272191,0.221736,0.230044,0.216695,0.19644,0.167546,0.164885,0.140757,0.12507,0.11388,0.101285,0.084818,0.0639923,0.0452627,0.0325359,0.0305803,0.0149423,0,,,,
